guid,make,model,vehicle-type,seller-type,price,fuel-type,mileage,year,img-url,zip-code,distance,reg-age,listing-age
67502a19-2280-4fc0-99b0-3f9204c87f91,Nissan,Micra,Berline,PrivateSeller,2500,b,200100,04-2007,https://prod.pictures.autoscout24.net/listing-images/67502a19-2280-4fc0-99b0-3f9204c87f91_28dbbb6f-b6ad-43aa-a9bf-0226c302fa25.jpg/250x188.webp,4850,132.6707282521058,5730,86
dfe1e8ec-3a66-432a-aaac-a020dcf8b0a6,Nissan,X-Trail,SUV/4x4/Pick-up,Dealer,2600,b,190000,12-2003,https://prod.pictures.autoscout24.net/listing-images/dfe1e8ec-3a66-432a-aaac-a020dcf8b0a6_5f5504dc-a12e-482b-ae9f-69ea330e5b5f.jpg/250x188.webp,1070,71.06367211068877,6947,2
239a63f7-82f1-419f-91be-096756a5437a,Nissan,Sunny,Coupé,PrivateSeller,2600,d,106599,10-1986,https://prod.pictures.autoscout24.net/listing-images/239a63f7-82f1-419f-91be-096756a5437a_f0b17f63-5507-4d7c-a1bb-b2e30c87231d.jpg/250x188.webp,1050,70.92422613330518,13217,15
843dcace-2047-40ab-bfcc-450651a780f1,Nissan,Note,Monovolume,Dealer,2650,d,110600,12-2008,https://prod.pictures.autoscout24.net/listing-images/843dcace-2047-40ab-bfcc-450651a780f1_fd92b371-74d3-4924-8f99-27a7b5e19a91.jpg/250x188.webp,3840,95.80189373827943,5120,0
eb37c160-8c10-4041-bcc8-b3d0ba344089,Nissan,Almera,Berline,Dealer,2700,b,142000,01-2001,https://prod.pictures.autoscout24.net/listing-images/eb37c160-8c10-4041-bcc8-b3d0ba344089_4b08351f-9e4f-4845-81a5-95ef14304771.jpg/250x188.webp,1480,90.6722887329444,8011,89
140e8e66-1393-412f-8218-bb37121117f3,Nissan,Interstar,Andere,Dealer,2700,d,261000,08-2009,https://prod.pictures.autoscout24.net/listing-images/140e8e66-1393-412f-8218-bb37121117f3_941b64a7-8737-4276-a9c4-90a4bd23d8ef.jpg/250x188.webp,1840,54.29299877782283,4877,110
295ba932-314e-40a8-82b4-35c5a2aad637,Nissan,Interstar,Bestelwagen,PrivateSeller,2700,d,280000,03-2003,https://prod.pictures.autoscout24.net/listing-images/295ba932-314e-40a8-82b4-35c5a2aad637_cb2ad62d-d378-46f8-ae79-9d8cd872f89c.jpg/250x188.webp,9000,69.99787275902874,7222,164
88719001-1753-495b-9463-ffcfd1ffb91d,Nissan,Micra,Berline,PrivateSeller,2750,b,123400,08-2003,https://prod.pictures.autoscout24.net/listing-images/88719001-1753-495b-9463-ffcfd1ffb91d_6a99887f-c236-474a-82af-0c5d100addd4.jpg/250x188.webp,1853,62.49120970441575,7069,4
46ac3bc7-e2d5-4da3-8bef-975ace163cab,Nissan,Micra,Berline,PrivateSeller,2750,b,128000,05-2004,https://prod.pictures.autoscout24.net/listing-images/46ac3bc7-e2d5-4da3-8bef-975ace163cab_1cbb1e95-6f06-4197-8ab0-f27c136b30f6.jpg/250x188.webp,4040,120.39133917274062,6795,4
a7489137-6345-4f77-b501-43e1ab9eab47,Nissan,Micra,Berline,Dealer,2750,b,112000,08-2005,https://prod.pictures.autoscout24.net/listing-images/a7489137-6345-4f77-b501-43e1ab9eab47_03122074-e0c4-47b2-8d53-e9515aab631d.jpg/250x188.webp,1140,66.17447866127165,6338,43
01e64e5d-75ef-4acc-81d3-81079b6842f0,Nissan,Micra,Berline,PrivateSeller,2800,b,129000,11-2005,https://prod.pictures.autoscout24.net/listing-images/01e64e5d-75ef-4acc-81d3-81079b6842f0_3ece558a-11ca-461a-bec9-01af7a154fcf.jpg/250x188.webp,1800,60.05560122441548,6246,14
768367a9-7e5d-45ca-99ff-ed40c6a64d5c,Nissan,Micra,Berline,PrivateSeller,2800,b,89000,11-2005,https://prod.pictures.autoscout24.net/listing-images/768367a9-7e5d-45ca-99ff-ed40c6a64d5c_6fe51cdc-0f36-4d50-b3f7-f47375c1c039.jpg/250x188.webp,4602,121.08926182424595,6246,16
d2fdd995-f36c-49f6-ad06-8ae6ef1e2395,Nissan,,Berline,PrivateSeller,2800,b,71000,11-1991,https://prod.pictures.autoscout24.net/listing-images/d2fdd995-f36c-49f6-ad06-8ae6ef1e2395_4e4b49a8-7c67-4e7c-b69c-464a8e1ff822.jpg/250x188.webp,6800,177.7465643211455,11360,30
b5d2a2c9-02d0-46df-9964-a78505bd1570,Nissan,Micra,Cabriolet,PrivateSeller,2800,b,183000,02-2007,https://prod.pictures.autoscout24.net/listing-images/b5d2a2c9-02d0-46df-9964-a78505bd1570_ffa720d6-510b-4b91-a44e-293b9d1e1d5e.jpg/250x188.webp,1850,59.738651260413086,5789,85
0dbe89b0-816f-45c4-8242-16d781fb9cf7,Nissan,Almera Tino,Monovolume,Dealer,2890,b,127000,09-2005,https://prod.pictures.autoscout24.net/listing-images/0dbe89b0-816f-45c4-8242-16d781fb9cf7_ca338b07-2a1c-4778-9fc1-83f7c9137ce4.jpg/250x188.webp,1930,65.18883147641638,6307,21
6b003566-47a5-40ce-a0a9-63cd4ea47493,Nissan,Micra,Cabriolet,PrivateSeller,2899,b,129000,01-2006,https://prod.pictures.autoscout24.net/listing-images/6b003566-47a5-40ce-a0a9-63cd4ea47493_0a6ac034-7a35-47cf-8ec5-9700d37e173b.jpg/250x188.webp,1800,60.05560122441548,6185,154
6178dccd-a8db-44ec-a3c2-c694896ab4dd,Nissan,Almera,Berline,PrivateSeller,2900,d,119700,12-2005,https://prod.pictures.autoscout24.net/listing-images/6178dccd-a8db-44ec-a3c2-c694896ab4dd_aa1a07ca-6528-4a29-89a2-0897f827b510.jpg/250x188.webp,3220,64.33728653836629,6216,2
0e143239-6f8c-4d14-a6c3-34b2eb96c86e,Nissan,X-Trail,SUV/4x4/Pick-up,Dealer,2950,b,129361,07-2004,https://prod.pictures.autoscout24.net/listing-images/0e143239-6f8c-4d14-a6c3-34b2eb96c86e_15c88430-cbdd-4b90-ad35-06812e080a02.jpg/250x188.webp,1080,69.57979227671277,6734,40
574c8def-9bde-4414-9647-49bcc81bb2da,Nissan,Almera,Berline,PrivateSeller,2950,b,50500,02-1999,https://prod.pictures.autoscout24.net/listing-images/574c8def-9bde-4414-9647-49bcc81bb2da_e9b569f9-cb7f-494f-ad1f-d4c958ca5a57.jpg/250x188.webp,4100,122.70999344916741,8711,273
c003dbb7-0394-443a-8ca7-a2ea570a5bb5,Nissan,Micra,Berline,PrivateSeller,2990,b,129000,08-2006,https://prod.pictures.autoscout24.net/listing-images/c003dbb7-0394-443a-8ca7-a2ea570a5bb5_76f8c366-0b6c-4b38-973e-2dd8bdadb134.jpg/250x188.webp,7170,108.4792868516476,5973,4
